开始记录: 2025-04-06 21:06:39
Successfully loaded game state from D:\codes\codes_pycharm\da_chuang\Legend_of_Zelda\Legend_of_Zelda.gb.state
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, 21),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: True
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, 20),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: True
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, 21),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: True
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, 20),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: True
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, 21),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: True
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (69, -16),Tiles: (Tile: Tile: 62, Tile: Tile: 63), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, 16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [18]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [19]: Position: (69, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [20]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [21]: Position: (88, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (96, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
Sprite [14]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [15]: Position: (69, 17),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: True
Sprite [16]: Position: (72, -16),Tiles: (Tile: Tile: 30, Tile: Tile: 31), On screen: False
Sprite [17]: Position: (68, -16),Tiles: (Tile: Tile: 36, Tile: Tile: 37), On screen: False
